artist,title,year_released,rating,review,genre,query,album_id
SW.,The Album,2017,8.0,"guarded tantalizing deeply generous untitled ecstatic time good tripping its deep rippling his classic standard usual which only lush resident shy much humid even known simple minute most mellow neither similar house modern expressive real generic broken little tight recent tropical full shimmering flowery one these particular late period pure electronic alone On his deeply expressive debut album, the electronic artist SW. refuses to adhere to any one style, covering atmospheric drum ‘n’ bass, deep house, lush techno-jazz, peak-time floor-fillers, and more.",Experimental,techno tropical shimmering house jazz lush atmospheric electronic ambient,16691
San Fermin,Belong,2017,5.8,huge famous still either emotional economy time home capable more basic lead its long stilted obvious occasional honking pleasant physical pale sweet antiseptic old instrumental cooing suffering well lush which resident dead much best even classical unusual third soulful soaring minute personal most social less lost two house similar spirited vocal ornate such new direct broken fluttering clinical lyrical full five bustling open these cryptic romantic expansive intriguing spare eight studied The third album from studied Brooklyn chamber-pop ensemble San Fermin benefits from a sharper focus. But its lyrics signify depth and meaning without quite delivering.,Rock,folk violin romantic baroque rock house lush pop saxophone breaks classical,16818
Saâda Bonaire,Saâda Bonaire,2013,7.4,"willing habitual young budget day local just time native early more private notorious head idiosyncratic born growling his same communist single unexpected musical glass material well which only curious unfortunate much light minimal snappy another rescued high other entire convincing soft less flying both two worth all icy every middle easy vocal first commercial total new left one these least last jerky tainted brown intriguing spare her cut Saâda Bonaire, the model-esque non-singers Stefanie Lange and Claudia Hossfeld, released their lone single in 1984. This unexpected reissue from Captured Tracks under their Fantasy Memory subsidiary reveals that the project was the concoction of Ralph “Von” Richtoven, a Bremen club DJ, and produced by dubmaster Dennis Bovell in Kraftwerk’s Cologne studios.",Electronic / Pop/R&B,folk world minimal punk balearic pop reggae dub,16917
Sean Henry,A Jump From the High Dive,2019,5.9,immature double subject boisterous very east current second its head fleeting earnest low rough his pleasant vapid silent electric old away mission emblematic brisk approximate even objective high accessible mellow kind red affable similar modern vocal first such new charming cool left little sophisticated secret one worse hot foolish late sandy boyish studied The East Coast songwriter’s college-rock melodies and boyish vocal delivery waver between charming and cloying.,Rock,pop soul rock,17015
Shannon Shaw,Shannon in Nashville,2018,7.5,tough famous immaculate favorite glowing desperate work ecstatic early more its synonymous latest living his old away suffering which another raw much miscreant longing twinkling high other warm top mixed black all signed lost house straight easy vivid crying wet first golden ready smoky one polished these level late maladjusted leather mountain her sturdy The gale-force frontwoman of Shannon and the Clams collaborates with producer Dan Auerbach on a sparkling debut solo album that sounds like Roy Orbison lost in the Brill Building.,Rock,raw warm polished rock house vintage punk,17160
Shanti Celeste,Tangerine,2019,7.3,"day time more free born lively welcoming old riotous standard forgettable delicate certain two blissful upbeat established skilled work quiet invigorating biggest collaborative away colorful instrumental past shy even bright super murky derivative latter gurgling significant introspective thundering previous inventive playful effervescent which light soft other less buoyant middle eastern first bouncy pastoral gentle one rare acid electronic cut its classic breezy dark soothing glistening best slow all house strongest new full subsequent calm carefree different effortless her sturdy Balancing unassuming ambient and downtempo experiments with lush, floor-filling house and electro, the London DJ’s debut album sounds refreshingly carefree.",Electronic,soundtrack jungle buoyant pastel dark house distorted murky electronic ambient bouncy rising electro,17168
Sharon Jones and the Dap-Kings,Naturally,2005,8.7,near chicken still melancholy scratched haunting thankful faint good more second its long wasted his multipurpose dry undeniable elementary classic away past sleeping inner well much best high awake both kind lost two every baby house heavy straight first mean trying dreaming down promised one forward brown sea white her each Neo-soul's coffeeshop world gets a blast of deep funk grooves.,Pop/R&B,funk haunting house soul trance,17179
Shawn Mendes,Wonder,2020,5.0,near documentary just day work subject rainy live time good seismic tiresome more empty steadfast tame pressing obvious eternal toxic occasional his happy same biggest familiar old constant fifth popping touching inside profound terrifying only which express written even compelling nice powerful startling fourth soaring minute most bored black all every stacked shut first sure lyrical little recent naive massive one adventurous true supposed devoted these romantic wise white her The pop heartthrob’s lovestruck fourth album comes across like your friend who just got into a relationship and won’t shut up about it: You’re happy for them and also tremendously bored.,Pop/R&B,world rainy choral romantic drama pop,17192
Sheer Mag,A Distant Call,2019,7.8,"deeply hard silver combined good more lead long second head enough living depressed obvious serviceable rough righteous same steel feeling old ripe electric manic past worried another sheer compelling written accessible less personal kind slow all heavy easy domestic first right shut new mean ready down working false broken deliberate full five one worse open these four weird thin unfamiliar socialist acoustic distant her The Philadelphia band return with a glorious sheen on their pro-worker, pro-barroom rock’n’roll.",Rock,metal pop vintage rock,17214
Shlohmo,Dark Red,2015,5.9,"older just hard time native more restrictive free low outside lukewarm old difficult third two red similar heavy frequent serious last work emotional early faint collaborative away musical past only yearning another deafening working menacing unmemorable fading front near manageable second relentless final his feeling steel which less middle formidable first right recognizable impressive recent demanding one warning four repeated electronic representative major seven private its cold dark opening best internal minute personal most kind all modern new down full five these different spoken Henry Laufer, the Los Angeles producer who records and performs electronic music as Shlohmo, has always been a fan of distortion, but on his second full-length he’s beating his synths to hell.",Electronic,world grime electronic noise dark distorted footwork pop ambient,17269
Simian,We Are Your Friends,2002,7.1,"nervous day time tempting far more commendable standard clear scarce well experimental negative black such little interesting true devoted last still live pretty worthy rough pleasant technological musical able even helpless super sweeping simian computerized okay good second same familiar disappointing embarrassing which compelling clever unusual less awful subtle flawed first right furry interested recent one worse spooky computer unexplored groovy enough classic big rewarding opening curious best blue most kind all successful annoying new full dense traditional sticky otherwise Oh, Lordy, 'tis a rough time for fans of experimental pop. The kind with guitars, anyway. Too many bands can ...",Electronic / Rock,soundtrack techno experimental dense country rock britpop pop,17418
Simon & Garfunkel,Bridge Over Troubled Water,2011,9.4,lonely just satisfied still prominent live intense original pretty later its grandiose living better ambitious square desolate quirky rural old familiar contemporary strange musical humble instrumental intuitive which only sonic even classical gargantuan simple soaring unique personal most less both small subtle two astute diverse baby all disruptive natural infectious such new weightless south driven exciting full considerable one revealing subsequent thoughtful echoing evocative political street distinguished exotic effortless voracious surprising troubled The folk-pop duo's classic 1970 swan song is reissued with a DVD containing a television special from that year.,Rock,folk gospel weightless rock drama pop skiffle classical,17430
Sinkane,Mars,2012,7.0,"work tentative whole time global home early squawking east more later second free loose born deep his primary united breezy musical blatant clear textural well which much encouraging best overall creative plain less most both moved each two all background key red affable aloof successful dirty sick new sure lyrical down full five friendly strong these late thin political white whose rich party understanding Featuring guest spots from Twin Shadow and members of Yeasayer and Nomo, Mars finds Brooklyn-based, Sudanese-born multi-instrumentalist Ahmed Gallab working with Sudanese pop, Krautrock, 70s funk, free jazz, and global indie.",Electronic,hardcore funk abstract country jazz syncopated punk pop rising,17461
Sky Ferreira,"Night Time, My Time",2013,8.1,"just time more free better odd sheer powerful difficult known both bored two bigger afraid serious remarkable last slippery whose party half still emotional her unconventional compulsive smart musical only giant large confusing signed life subdued warring fine possible conventional budget external okay used loud embarrassing which depressive clever minor uneven one rare next mad young cohesive planned its seductive head primary unlikely big plausible somber high most kind all new cool down ready full smaller strange spoken At barely 21, Sky Ferreira’s had a musical career burdened—and bolstered—by so many warring external forces that the sheer existence of her debut album is a minor miracle. It’s both a relief and a bit of a shock that Night Time, My Time is not only here, but that it’s one of the most pleasing pieces of pop-rock to come along this year.",Pop/R&B / Rock,folk world rock ska grunge pop comedy electro,17547
"Slaughter Beach, Dog",Birdie,2017,6.8,"older just day mother more long outside welcoming old sardonic sonic powerful both small two beaming still work emotional gold wide pretty lead cutting pleasant biggest mental past only even comfortable life every front weary main green documentary good ok his familiar substantial disappointing literal adept slight bad other verbose social middle first right presumptive recent one four young double major unintended capable its sustainable sweet formative best common searching high dull most all modern easy total real trying sure lyrical memorable full scratchy these transparent darkened fictional spare her otherwise With the second album from his Slaughter Beach, Dog project, Jake Ewald of Modern Baseball has found his voice as a musician, though he’s still searching as a writer.",Rock,folk sepia world country rock punk,17557
Sly and the Family Stone,The Collection,2007,9.5,"just perverse day whole still hard time live combined very seven more fat interior available better born psychedelic his fixed musical suspicious well universal only dead cross purple vital even pink less social tense sly black kind two modern easy new sure formal changing one hot these complete period brown sensible white present different obligatory troubled Legacy gathers reissued, expanded versions of seven albums from one of the greatest acts in pop music history, a group that created a vital fusion of rock and r&b packaged with an in-yer-face integrationist aesthetic.",Rock,pop world rock,17642
Sonny Smith,100 Records Vol. 3,2013,7.4,"confident beautiful early wide its quiet final outside his constant minimum instrumental several simplistic only due stylistic even best quaint much third tricky less most kind life all two similar important subdued stronger vocal right crucial such great little tight recent one strong echoing steady brown different inspired fictional acoustic half Sonny Smith's final installment in his 100 Records project, in which he inhabits a universe of fictional musicians, has the feel of a compilation sourced by grabbing random 45s from a bargain bin. But importantly, he always sounds decidedly like himself.",Rock,country fake rock steady soul reggae,17845
Spoon,They Want My Soul,2014,8.6,"just still either knowing hard time very tripping far early more vague its empty restless unknown psychedelic his unencumbered old constant classic smart frank flaming clear well only sonic dwindling mysterious most crackling both small certain all every blasphemous vulnerable life booming two unapologetic real new great little crushed eighth lethal one these last brown tough alone proper conservative Spoon's eighth album is their most booming LP, most resembling a companion piece to 2007's masterwork Ga Ga Ga Ga Ga. Joe Chiccarelli and Dave Fridmann share co-production credits along with the band themselves, and They Want My Soul pulls at familiar threads, fraying things to make them seem now.",Rock,world rock soul punk pop,18025
Stella Donnelly,Flood,2022,7.7,"huge young time biting home captivating more second its loose toxic unknown touched unafraid happy righteous same dry mental leading opening lovely enduring controlling which universal written bad high comfortable creative warm kind both stark extreme straight first new trying left working little full talented male sea insistent her futile Grounding her second album in moments of real vulnerability, the Australian singer-songwriter zeroes in on her guiding concern as a musician: how we seek and create safety.",Rock,disco pop warm rock,18143
Strawberry Switchblade,1982 4-Piece Demo,2017,7.0,"screaming young just deeply desperate emotional immediate hard live early seven savage later its current long her following winsome sweet old single big completed only tangled frightened top small black two lost industrial extreme alternative nostalgic down existing exterior naive one hanging quick electronic spoken cut In the early 1980s, the Glasgow pop duo Strawberry Switchblade were a band with many possible futures. This raw three-song demo catches a glimpse of the group they could have become.",Rock,polka electronic industrial nostalgic punk pop neofolk,18282
Suicideyear,Brothers,2017,6.8,"game slick still just work young languid time good original capable more fond hurt its used enough better final low his digital soothing instrumental jolly nebulous compelling best bad high other unusual bright known comfortable most both short all life two house sad controversial successful easy nostalgic new grating friendly interesting one worse engrossing lean these least fascinating whose spare moody identifiable Brothers is a snapshot of two young producers—Suicideyear and Outthepound—evolving quickly. They both favor languid tempos and nostalgic synth tones, and their work has a druggy, melancholic feel.",Electronic,techno world house nostalgic melancholic bounce pop,18357
Superorganism,Superorganism,2018,7.8,"famous glorious disparate melancholy cultural time filtered far more free living toxic popping delicious well minimal sonic vocal such little danceable friendly visual fascinating present whose inspired daft half live early home occasional technological musical sharp much longing conscious simple brilliant greasy waiting expanded awkward expansive weary enchanting dusty firm good passing utopian his wonderful same light social minor changing one incredible tiny cut game east its flexible unlikely reminiscent classic big most kind all house modern down lyrical strong hanging these tarnished effortless her eight The debut from the UK collective is a hugely accomplished reflection of the present, a magpie-friendly collage of pop all glued together by the laconic voice of Orono Noguchi.",Pop/R&B,world funk noise fake minimal house jazz grunge punk pop edm,18484
Superpitcher,Today,2005,7.9,"gloomy previous still just ridiculous whole gold hypnotic pretty its wistful chunky his damp euphoric compulsive faded old glad intestinal big leading standard clear only thrilling humid even other uncomfortable blue creative less opposite short black all house straight unbearable total secondary new individual broken down one buzzing traditional thin rusty scrawny computer party eight Dancefloor mope Superpitcher helmed this goth-tinged Kompakt mix, which recalls Michael Mayer's Immer.",Electronic,soundtrack techno world bassline euphoric remix fake house jazz wistful neon ebm dub,18488
Sylvan Esso,Sylvan Esso,2014,6.2,"just subject whole urbane languid good calming stilted later head obvious same reliable quirky antiquated constant contemporary drunk complimentary gawky incomprehensible well only even tangible quality most beeping small two all background life dirty tolerable straight vocal likeable crucial real trying fresh satisfying thin street present weary mountain her otherwise carnivorous The debut LP from Mountain Man's Amelia Meath and Megafaun's Nick Sanborn fills an obvious void. The Durham, NC duo’s fusion of quirky folk and quirky electro-pop would have otherwise been inevitably and awkwardly willed into existence, which is a good starting point for Sylvan Esso—but it’s also their endgame as well.",Pop/R&B,folk noise pop ambient electro,18592
Tame Impala,Currents,2015,9.3,"near melancholy either clean hard good more second despairing tame its obvious better toxic his primary same sweet old effervescent opening close which well even best bad entire simple ingenious most perfect less life two structural house every obsessive melodic modern first total centered trying left changing front one talented open these romantic whose daft random half nocturnal Nearly every song on Currents is a statement of leader Kevin Parker's range and increasing expertise as a producer, arranger, songwriter, and a vocalist. Parker is writing pop songs here, and doing them justice, and Currents is the result of a supernaturally talented obsessive trying to perfect music.",Rock,world disco funk romantic rock house analog punk pop nocturnal,18745
Tame Impala,Innerspeaker,2010,8.5,still just either time very far more its eerie tame animal deep motor his same feeling familiar unlikely odd smart uniform able well another much even best seeming maddening difficult alive disingenuous rhythmic tangible plain most flaming both mixed lost all subtle certain melodic heavy vivid first vocal heady cool left little pastoral restrained rapturous recent dazzling interesting bold one adventurous these traditional level late organic expansive quick offbeat established plane cut each These Australians have crafted an assured and accomplished album that integrates an array of psych rock references into a powerful whole.,Rock,pop vintage rock,18746
Tame Impala,Lonerism,2012,9.0,"confident older flawless just whole time progressive early far subliminal more lead second its tame wasted failed available psychedelic blank his same old constant loud frozen textural which majestic even experimental less kind life similar right actual new real sure trying exciting full regal expected confirmed one open late fascinating stony period electronic half Tame Impala's second full-length, Lonerism, will once again be compared to albums from the late 1960s and early 70s. But the project is exciting because, by maximizing the use of the available technology, it taps into the progressive and experimental spirit of psychedelic rock, and not just the sound.",Rock,experimental rock breakbeat electronic neon,18747
Tame Impala,The Slow Rush,2020,8.0,"famous lonely just detailed specific skinny whole time party early literary more groovy head tame second following used better eternal his same unconventional old single fastidious contemporary opening close past well only slight internal bad clever fourth fast less portable worst lost all slow every house easy first adult trying ready working changing five one west rare intended strong last acid late present whose different her alone cut On his fourth album, Kevin Parker takes a breath and eases into a smoother psychedelic sound. Even without the adrenaline-filled highs, the compositions are as rich and thoughtful as ever.",Rock,meditation rock house soul trance,18748
Tape Deck Mountain,Sway,2013,6.0,"terse just time hypnotic far bleary captivating more pretend good its second muttering floating quiet head better torpid hissing occasional his sweet loud well which yearning another watery sonic much best giant only nice less most focused kind slow short all life red melodic wandering crashing heavy ominous snarling ghastly new broken down front synthetic brief moaning noncommittal cryptic late decent sleepy mountain wriggly tough half The sophomore LP from San Diego-to-New York shoegazers Tape Deck Mountain attempts a kind of hypnotic induction. When it works, it takes hold completely, enveloping attention in plumes of reverb, encroaching on your thought processes.",Rock,bassline ambient floating grunge trance worship,18780
Tegan and Sara,Crybaby,2022,6.1,innumerable just time far more long better low faded well spiky potential cheeky known unhealthy black both bigger vocal driven endless dazzling last jealous fitting inspired still work live lead loose fun yellow past much written even brilliant every melodic brash working least weary overwhelming budget same feeling embarrassing retrospective lovely which round other middle neither first bold recent one selected next particular diminishing comforted patchy ornamental anxious its head sweet single big touching best understandable minute most confused kind all successful teenage new trying left exciting full five pristine forward strange surprising otherwise The duo’s latest album reaches back into their past but gets stuck in a strange middle ground between big-budget indie and low-budget pop.,Rock,country rock electroclash punk pop,18872
Tegan and Sara,Heartthrob,2013,7.3,"young just time live more loving varying obvious accused same seventh feeling sweet big which shy much stylistic sonic quaint magic soaring respective two obsessive easy bent real stormy down little working friendly fair one least wanting devoted concise arid decent acoustic half each The title of Tegan and Sara's seventh album is a reference to how we relate to the objects of our affection as teenagers. Produced by Greg Kurstin (P!nk, Kelly Clarkson, Lily Allen), the concise, radio-friendly collection finds them exploring a populist pop bent.",Rock,rock pop emo stormy electro,18873
Telekinesis,12 Desperate Straight Lines,2011,6.6,"previous desperate just good seismic second its foreign better his parallel sweet abrasive odd musical well which only much fashionable best even frayed most baby terrible dirty straight consistent silly strongest new little working five one next latter last present otherwise Telekinesis' latest set of spirited power pop has some of the project's strongest, catchiest tunes to date.",Rock,pop rock,18891
Temples,Hot Motion,2019,5.0,skilled previous just either hard time very good more hurt enough flashy rough same loud past otherwise which much even pink third less most black subtle two all background hollow admirable easy fuzzy right memorable little strong jarring hot frustrating worse these weird whose half cut studied The British psych-rockers’ third album boasts studied musicianship and strong arrangements—and very little else.,Rock,baroque rock vintage sleep pop,18902
Tennis,Swimmer,2020,6.9,"young just external good crisp seven telling more its long enough personable better toxic rough sweet upsetting fifth breezy humble unable continuing scarce prim inner another only even snappy soft forgettable bright halting most black swift all limber divisive domestic nostalgic voluptuous pliable new driven down audacious tropical interesting five one challenging last sea pure dreamy her each The duo continue their drift from lo-fi throwbacks to crisp modern pop, while maintaining the preoccupation with marital love that has animated their records since the beginning.",Rock,world tropical rock crisp nostalgic pop dreamy,18918
The Aislers Set,The Last Match,2000,7.5,"favorite dress proficient still either desperate early far literary pretend more dried second seductive latest its occasional sudden bloody musical grey well only which written even rusted other most boring black literate red sentimental obsessive easy first necessary ready crushed unsolicited tempted interesting one favorable these last true late pretentious inspired liberal her each It's my second week writing for Pitchfork, and already I've been tempted by corruption. No, record companies aren ...",Rock,pop abstract rock,19009
The Avalanches,We Will Always Love You,2020,8.1,"human young just day expert time longer extensive triumphant long tame luminous obvious final ambitious royal same closed inside contemporary away musical close adept material infinite flickering even high other third youthful mysterious opposite life worth every all easy nostalgic abandoned vivid such new potent left sparkling recognizable crowded four last treasured brown whose cheap rich The Australian group’s ambitious third album overflows with ideas, samples, guests, and sheer stimuli. In their sparkling music, every sound feels like a treasured memory.",Electronic,disco rising nostalgic soul,19072
The Avalanches,Wildflower,2016,8.5,huge half just work hard time longer silver its long deep primary erratic same royal old usual instrumental past close which only another written bad other lucky kind future black two every heavy patient first mean poised new left working great down expected one satisfying poor business brown present rich eight proper gorgeous The Avalanches return with their first new album in 16 years.,Electronic,rap flowing,19073
The Black Keys,El Camino,2011,7.4,"undeserved bizarre near favorite daffy just ridiculous work eventual awesome bewildered cultural longer early time live gold second free worthy burning born involved uncouth sole seventh popular sweet single fun big enduring gawky bewildering uneasy well which nasty much express best third unremitting kind black all two every house nimble veritable minor abandoned total broken five corny secret one last fine romantic consecutive white surly frivolous party The Black Keys' seventh album features Danger Mouse's strongest production work for the group and a mood that's frivolous, fun, and unabashedly corny.",Rock,world blues romantic rock house pop,19178
The Clientele,Suburban Light,2014,9.1,"specific subject cumulative still just deeply time combined early very more worrying its relentless uncanny enough head dripping psychedelic deep his silent enamored big musical learned enduring moving only light yearning much written best special nice connected other unusual experimental grand mundane quality most small signed two every noticeable distinctive careless heavy intimate first wet such new down little modest careful full rented one west open these last late romantic novel rich proper each identifiable This welcome reissue of the Clientele's first full-length restores it to its UK tracklisting and artwork and puts it back in print on vinyl for the first time in years. The original album has lost none of its evocative indie pop brilliance, and the bonus disc fleshes out the story of the band's early days.",Rock,world poetry experimental romantic intimate pop,19362
The Coral,The Coral,2002,6.8,"confident favorite just young work inventive hard home far capable original more disposable its reasonable free better psychedelic outside nondescript old single professional bellowing away close clear well only curious much even extra best pink bad clever most all two diverse life key right first likeable swollen dreaming bouncy great working massive one talented numerous open polished least these last traditional weird period sea alike quick jittery main scary Sea shanties. That's right. They play sea shanties.
Of course, that's just one of a million things The ...",Electronic / Rock,reggae beatdown polished rock ska merseybeat jittery pop bouncy,19391
The Cure,Three Imaginary Boys [Deluxe Edition],2004,8.7,"gloomy just day whole skinny hard time live home grim east more wobbly later its private used idiosyncratic rough familiar old big chance past close much even nice high other entire difficult less glossy quality both future social all every straight modern easy first new fiery interested great imaginary one these remarkable fascinating historical dreamy her half each Rhino Records kicks off its Cure reissue campaign with the first U.S. release of the band's 1979 debut LP, Three Imaginary Boys. The newly packaged record, naturally, features a second disc of outtakes, demos, and other curios, as well as a expanded (beautiful) packaging.",Rock,glossy synthpop jazz vintage punk pop dreamy,19413
The Drums,Brutalism,2019,5.9,just subject either more unnecessary involved brave low sole effective fifth undeniable flimsy cynical both small mixed infectious absent interesting fresh honest pure upward still ridiculous emotional live early pretty lead away much even simple exhilarating mean false working least latter possible contentious detailed good second his familiar moving which bad other unique sterile obsessive first necessary formal one level electronic young its enough detectable deep single big trick raw uncooked best personal most all speckled easy new real strong subsequent different The latest album from the Drums—now just frontman Jonny Pierce—is his most honest and most unvarnished.,Pop/R&B,raw pop scratch electronic,19541
The Drums,Portamento,2011,7.4,"day hard time far grim trendy more long dismissive larger close well angry small two petty beneficial great independent fresh last present whose still work very home stylish lead later following loving worthy solid public past prototypical only much written life ugly detailed knowing good likely general second exact remaining his feeling embarrassing which suitable nice upset less notable intimate first broken recent open late major alone its enough cold amicable big best inadequate most kind all devastated new real cool left strong smaller these different surprising Despite the well-fed egos, Jonathan Pierce and co.'s new album-- one that features ugly, petty, real emotion and multiple references to death or dying-- is a smaller, more intimate record than last year's self-titled predecessor.",Pop/R&B,drama pop intimate,19544
The Drums,The Drums,2010,7.5,game conventional still just ridiculous either major swooping external early likely appealing pretty passing stilted more its orange lead second worthy cutting concerned exuberant his wonderful same desolate biggest winsome healthy single old fun big eager well another much crazy best ringing even other cheeky less glossy most fast future certain all two life stark intimate facial annoying absurd vocal new cool left down modest little recent full sweeping one understated late inspired half each One of indie pop's most promising bands navigates the tension between its populist and insular tendencies on its sure-to-break-out LP.,Pop/R&B,glossy rising intimate sleep punk pop lounge exuberant,19545
The Fratellis,Costello Music,2007,5.5,"young just double still major time far good more fond pressing artless engaging enough low thorny his mischievous eager old rewarding harmless much best even bad high minute less most fraternal signed all terrible commercial right such real trying amiable predictable working smoky malicious next these least four inconsequential cramped street decent cheap front hoarse consummate obligatory corner Another post-Libertines UK guitar-rock band, these guys are chart toppers at home but remain most familiar to U.S. listeners from iPod ads.",Electronic / Rock,pop breaks rock,19683
The Japanese House,Good at Falling,2019,7.5,"confident just gradual eventual clean time muted okay home good more tragic hated its her used floating playful tumultuous later vivacious low lukewarm old committed mournful lingering timid unlikely graceful ideal past suffering marked ultimate only even soft other hesitant personal social spacious unrelenting spellbinding numb all house bigger heavy first real technical down left expanded changing full recent secret grieving tender these last fine romantic sumptuous steady boyish detached established rich spoken each On her debut album, the British singer-songwriter Amber Bain lets go of her self-consciousness and, with some help from the 1975, makes the transformation from hesitant outsider to unlikely pop star.",Pop/R&B,folk outsider spacious tender romantic house steady distorted floating pop glitchy electro,19863
The Killers,Sam's Town,2006,5.9,ill young just subject day emotional hard more lead its second head born earnest his cold unlikely fun contemporary several only flimsy common searching entire resonant focused both most all natural worth super impassioned easy unprecedented vocal new great cinematic unabashed daring one hot these weird displaced traditional greatest steady pretentious street fictional party green Much-maligned band follows the crossover hit Hot Fuss by switching its influences from the Cure and 1980s UK new wave to Bruce Springsteen and 1970s earnest U.S. classic rock.,Rock,rock steady soul punk pop emo cinematic rising,19914
The King Khan & BBQ Show,Invisible Girl,2009,7.1,"confident just wax time more burning seventh old odd material well third both black infectious little last whose detachable party each still work stylish irreverent loving obvious musical able sharp only even large evil every melodic funny period ugly compact good unknown his which cocky bad clever other less proud fertile aggressive recent one invisible next quick ill lonely game its animal sweet big mission curious best most slow all successful easy snarling new predictable cool these Shaking off the Almighty Defenders misstep, King Khan and Mark Sultan collaborate for another distillation of Nuggets and Brit Invasion rock.",Rock,gospel rock,19925
The Kooks,Inside In/Inside Out,2006,5.9,still just either hard live time far more its enough impersonal exuberant regional his furious unlikely inside single stuttering big sharp well only light universal much even round common best youthful difficult uncomfortable third straightforward keen fast most focused life red first such generic strongest precocious charming trying bouncy brash mean recent naive distinct true greatest late political novel repeated acoustic witty alone Debut from the well-selling UK buzzsaw guitar band is stylistically a close cousin to the work of the Arctic Monkeys.,Electronic / Rock,world blues ska britpop pop emo bouncy exuberant atmospheric,19942
The Memories,Love Is the Law,2013,5.8,"tough just ridiculous insane relaxed gold time long eloquent southern enough thick rudimentary sweet breezy big ethereal complex which lush another crazy elaborate best large simple minute mellow warm most mixed short two baby similar easy mean ready funny down rapid interesting one strong these next last thin inexcusable white whose strange her overt White Fang offshoot the Memories make short, punchy rock songs about love and smoking weed. Love Is the Law, their follow-up to the enjoyable The Memories, proves that there’s a razor-thin line between sweetly simple and facepalmingly dumb.",Rock,warm rock ethereal lush punk,20060
The Morning Benders,Big Echo,2010,8.2,"previous just double clean good more giving second its economical rough rudimentary cold uncertain big away past sleeping cavernous another simultaneous sonic stylistic excellent round even tangled accessible bright nice soft experimental simple entire less relative jagged two all background sunny first wet limited charming much adequate trying little down complicated one open these unsure stable whose inspired front sticky half each gorgeous San Fran baroque-pop group takes a nice step forward on its sophomore album, thanks in part to pristine production from Grizzly Bear's Chris Taylor.",Rock,pop experimental orchestral rock,20112
The Raconteurs,Broken Boy Soldiers,2006,7.3,"equal just time more living low material both black small two red nimble beneficial heavy tribal limited visual honest established party corporate still lead only another much valiant even relative short working significant cheap favorite gigantic psychedelic his same manic thrilling extra fruitful other status subtle intimate first ominous refreshing broken recent one understated tired longer its head enough deep cold single classic striking trick raw devout best minute most kind all modern real new sure trained these steady white The White Stripes' Jack White heads this Midwest supergroup, which also includes fellow Michigander Brendan Benson and the rhythm section from I-75 commuters the Greenhornes.",Rock,blues drone rock distorted steady intimate retro raw pop worship,20341
The Radio Dept.,Pet Grief,2006,7.4,slick knowing time amusing early concerning more second relentless rough flat his same compulsive harsh big bloody fragile ethereal lovely pleasing touching which majestic sonic even soft unfeeling scant sterile drenched juvenile worst moved every sad easy stacked mean new clinical little functional insufferable understated equivalent lacking these exquisite energetic loveable trite effortless her half cut Malmo-based group's second album is full of syrupy pop songs-- effortless vocals riding the crest of soft-focus synths and programmed drums.,Pop/R&B,country energetic ethereal pop electro,20346
The Shins,Chutes Too Narrow,2003,8.9,"work emotional hard northwest inviting longer early undiscovered original time sincere second its dreaded his defensive lush another much powerful sparse crippling straightforward soaring drenched blurred most brilliant kind all every two melodic formidable aching vocal first likeable forged memorable dear front full one palpable revealing level narrow thin excessive fictional established unbearable bitter initial gorgeous Reality television, actors-turned-governors, and wrestlers-turned-rappers aside, it's hard to think of many things that elicit cynicism and offhand dismissal ...",Rock,pop world choral lush,20470
The Shins,The Worm’s Heart,2018,6.6,"half gloomy just work hard very tempting good original more pretty later transformed long rank obvious better master occasional pleasant foggy towering parallel feeling old instrumental which compelling stylistic best less delicate other experimental creative fast confused electrifying kind slow lost life all two neither extreme both important modern vocal first throbbing such new excruciating clamoring goofy dazzling horrible massive strong worse understated these acid late radical mad different acoustic groggy unfair James Mercer takes his most recent album through the looking glass, flipping songs’ tempos and production styles on an eccentric mission of discovery.",Rock,foggy experimental disco country rock distorted pop christmas,20473
The Shins,Wincing the Night Away,2007,7.0,"imperative melancholy hard time more well unfortunate sonic elaborate difficult delicate third sparse experimental both red noticeable vivid great palpable adventurous remarkable pure decisive still work emotional live lead quiet solid biggest away musical sleeping much overall boring life natural stark expressive appropriate least echoing intrusive previous slick shoddy good likely second uncanny familiar feeling loud lovely excellent sterile singular subtle first elegant muffled average recognizable equivalent four sea initial ill elevated wobbly its deep robust unlikely single striking rewarding lush harmonic best most successful left memorable full strong narrow different James Mercer & co. aim to deflect the inevitable Brafflash by crafting a more texturally diverse record than their outstanding, if uncomplicated, previous outings.",Rock,pop experimental lush rock,20474
The Strokes,Comedown Machine,2013,6.1,"flabby young deeply still unmistakable time laughing appealing lousy indestructible more orange long tidy fit lovable elastic chic same happy prior classic fun antsy only another much musty due soft labored rhythmic minute contradictory kind slow two all first total new trying cool great regular tight functional interesting one awkward numerous next weird last least inhuman satisfying exhausting different leather effortless half otherwise The Strokes' fifth album is more immediately appealing than their last two records as they sound like they’re genuinely trying here, and having fun. At times it feels like a mixtape the Strokes made for themselves: 11 songs, 11 different genre experiments.",Rock,pop funk latin rock,20577
